Distance Metric,euclidean
D1heart.csv,1,0.9238709677419357,0.956171802054155,0.9018382352941178
D2heartoutcomes.csv,1,0.8662068965517241,0.8047546897546898,0.7733333333333333
D3diabetes.csv,1,0.7851845522898155,0.6998875013875014,0.6830484330484331
D4Heart_Disease_Prediction.csv,1,0.9111111111111112,0.8986996336996338,0.9083333333333332
D5kidney_disease.csv,1,1.0,1.0,1.0
D6kidney_disease.csv,1,0.9949999999999999,0.9961538461538462,0.9960000000000001
D7diabetes.csv,1,0.7851845522898155,0.6998875013875014,0.6830484330484331
D8Breast_cancer_data.csv,9,0.9260651629072683,0.9454942600952789,0.9380952380952381
Average Accuracy,0.8990779053614589
Best Distance Formula,euclidean
Highest Accuracy,0.8990779053614589
Time taken: 35.21887969970703
